sample_id,customerID,num_sample,test_name,receive_date,analysis_date,report_date,result
4645,63,76,Staph,2024-01-28,2024-02-06,2024-03-07,<1
4646,43,25,Total Coliform,2024-02-27,2024-03-08,2024-03-17,<1
4647,37,76,E.Coli Count,2024-02-15,2024-02-18,2024-03-16,<1
4648,77,93,Listeria Spp,2024-02-11,2024-03-14,2024-03-14,Negative
4649,31,16,Enterobateria,2024-02-18,2024-03-13,2024-03-16,<1
4650,58,67,Staph,2024-02-05,2024-03-08,2024-03-16,<1
4651,89,18,Aflatoxin,2024-02-12,2024-03-04,2024-03-04,<1
4652,49,2,E.Coli Count,2024-02-05,2024-02-22,2024-03-13,<1
4653,85,47,Listeria Spp,2024-03-04,2024-03-08,2024-03-17,Negative
4654,16,26,Staph,2024-01-16,2024-01-29,2024-03-10,<1
4655,90,28,EO157,2024-02-24,2024-03-05,2024-03-08,Negative
4656,83,9,Total Coliform,2024-02-09,2024-03-06,2024-03-06,<1
4657,13,78,Listeria Spp,2024-03-05,2024-03-10,2024-03-12,Negative
4658,63,93,Salmonella,2024-03-05,2024-03-16,2024-03-16,Positive
4659,1,76,Mold,2024-01-04,2024-03-11,2024-03-17,<1
4660,15,90,Aerobic Place Count,2024-02-03,2024-02-06,2024-03-11,<1
4661,16,7,Listeria Spp,2024-02-10,2024-03-14,2024-03-16,Positive
4662,75,33,Ochratoxin,2024-02-07,2024-03-17,2024-03-17,<1
4663,10,57,Aerobic Place Count,2024-03-04,2024-03-08,2024-03-15,<1
4664,86,5,Enterobateria,2024-03-16,2024-03-16,2024-03-16,<1
4665,61,36,Aerobic Place Count,2024-03-10,2024-03-10,2024-03-14,<1
4666,44,11,Aerobic Place Count,2024-03-02,2024-03-17,2024-03-17,<1
4667,54,70,Total Coliform,2024-02-19,2024-03-06,2024-03-10,<1
4668,65,66,Listeria Spp,2024-01-21,2024-01-24,2024-03-14,Negative
4669,51,89,Enterobateria,2024-03-09,2024-03-10,2024-03-10,5874
4670,94,60,Mold,2024-03-02,2024-03-05,2024-03-11,<1
4671,17,15,E.Coli Count,2024-02-23,2024-03-13,2024-03-15,2500
4672,25,88,Aerobic Place Count,2024-02-23,2024-02-23,2024-03-16,<1
4673,38,65,Aflatoxin,2024-01-08,2024-02-03,2024-03-06,<1
4674,26,68,Aflatoxin,2024-01-29,2024-03-05,2024-03-07,<1
4675,74,88,Mold,2024-01-20,2024-02-13,2024-03-16,<1
4676,57,63,Aflatoxin,2024-01-15,2024-01-18,2024-02-16,7157
4677,40,30,Listeria Mono,2024-03-10,2024-03-16,2024-03-16,Negative
4678,95,32,Ochratoxin,2024-01-11,2024-01-15,2024-02-29,<1
4679,51,56,Yeast,2024-02-20,2024-02-23,2024-03-15,<1
4680,67,51,E.Coli Count,2024-01-10,2024-02-27,2024-03-05,<1
4681,88,24,Aerobic Place Count,2024-01-27,2024-03-10,2024-03-16,<1
4682,45,12,Listeria Spp,2024-01-16,2024-03-12,2024-03-13,Negative
4683,28,4,Yeast,2024-02-03,2024-02-16,2024-03-17,<1
4684,1,3,Salmonella,2024-01-08,2024-01-27,2024-02-06,Negative
4685,6,56,Aflatoxin,2024-03-07,2024-03-10,2024-03-13,<1
4686,63,87,Listeria Mono,2024-01-06,2024-02-29,2024-03-16,Negative
4687,51,82,Enterobateria,2024-01-02,2024-01-28,2024-03-13,<1
4688,84,21,EO157,2024-01-05,2024-01-25,2024-03-05,Negative
4689,3,54,E.Coli Count,2024-02-23,2024-02-29,2024-03-02,<1
4690,86,33,Yeast,2024-03-07,2024-03-11,2024-03-15,<1
4691,29,54,Salmonella,2024-01-30,2024-02-01,2024-02-15,Negative
4692,79,32,Mold,2024-02-25,2024-03-06,2024-03-11,6930
4693,32,20,Listeria Spp,2024-02-15,2024-03-12,2024-03-15,Negative
4694,37,87,Staph,2024-01-11,2024-03-11,2024-03-14,<1
4695,29,55,Total Coliform,2024-01-23,2024-03-15,2024-03-16,<1
4696,11,100,Total Coliform,2024-02-07,2024-03-17,2024-03-17,<1
4697,40,63,Yeast,2024-03-17,2024-03-17,2024-03-17,1286
4698,70,84,Total Coliform,2024-03-02,2024-03-14,2024-03-16,<1
4699,80,88,E.Coli Count,2024-01-04,2024-02-11,2024-02-12,<1
4700,62,49,Aerobic Place Count,2024-01-18,2024-01-24,2024-01-24,<1
4701,28,38,E.Coli Count,2024-03-16,2024-03-17,2024-03-17,<1
4702,29,26,Listeria Spp,2024-01-30,2024-03-08,2024-03-16,Negative
4703,76,99,Salmonella,2024-01-20,2024-02-11,2024-03-12,Negative
4704,41,76,Salmonella,2024-02-22,2024-03-05,2024-03-07,Negative
4705,50,58,Aflatoxin,2024-02-16,2024-03-04,2024-03-10,<1
4706,65,100,Yeast,2024-02-23,2024-03-11,2024-03-17,<1
4707,66,72,E.Coli Count,2024-02-09,2024-02-21,2024-03-02,<1
4708,60,10,Mold,2024-01-07,2024-01-14,2024-03-07,<1
4709,29,84,Salmonella,2024-03-07,2024-03-08,2024-03-11,Negative
4710,68,38,Aerobic Place Count,2024-02-08,2024-03-01,2024-03-11,<1
4711,33,83,Total Coliform,2024-03-12,2024-03-16,2024-03-16,2946
4712,99,68,Listeria Spp,2024-03-12,2024-03-16,2024-03-17,Negative
4713,79,30,Aerobic Place Count,2024-03-08,2024-03-13,2024-03-16,<1
4714,60,48,Aflatoxin,2024-01-07,2024-03-17,2024-03-17,<1
4715,49,23,Staph,2024-03-17,2024-03-17,2024-03-17,<1
4716,55,52,Salmonella,2024-03-03,2024-03-10,2024-03-15,Negative
4717,41,15,Mold,2024-02-16,2024-02-27,2024-02-28,3607
4718,14,58,Ochratoxin,2024-02-17,2024-02-24,2024-03-02,<1
4719,85,22,Aflatoxin,2024-02-04,2024-02-13,2024-03-17,6740
4720,16,44,Listeria Spp,2024-03-12,2024-03-16,2024-03-17,Negative
4721,31,40,Total Coliform,2024-02-01,2024-02-13,2024-03-17,<1
4722,15,86,Listeria Mono,2024-01-30,2024-02-03,2024-03-12,Negative
4723,39,44,Enterobateria,2024-02-27,2024-03-04,2024-03-08,4331
4724,30,91,Aerobic Place Count,2024-02-04,2024-02-11,2024-03-06,<1
4725,31,87,Mold,2024-01-31,2024-02-02,2024-02-28,<1
4726,16,81,Salmonella,2024-02-19,2024-03-16,2024-03-16,Negative
4727,23,86,Mold,2024-02-28,2024-03-11,2024-03-13,<1
4728,57,16,Staph,2024-01-15,2024-02-12,2024-02-24,<1
4729,45,4,Yeast,2024-03-17,2024-03-17,2024-03-17,<1
4730,12,70,Total Coliform,2024-03-13,2024-03-15,2024-03-16,<1
4731,79,62,Salmonella,2024-01-31,2024-02-03,2024-03-17,Negative
4732,94,33,Aflatoxin,2024-01-17,2024-02-09,2024-02-27,<1
4733,59,31,E.Coli Count,2024-02-24,2024-03-01,2024-03-04,<1
4734,1,11,Staph,2024-01-07,2024-02-06,2024-02-06,<1
4735,36,79,Listeria Mono,2024-01-08,2024-02-14,2024-02-22,Negative
4736,12,23,EO157,2024-03-09,2024-03-17,2024-03-17,Negative
4737,28,62,Total Coliform,2024-02-09,2024-02-24,2024-03-05,<1
4738,63,2,Total Coliform,2024-03-15,2024-03-15,2024-03-15,<1
4739,64,28,EO157,2024-03-10,2024-03-17,2024-03-17,Negative
4740,58,6,Aerobic Place Count,2024-01-03,2024-01-12,2024-03-02,<1
4741,80,66,Staph,2024-02-05,2024-02-11,2024-03-14,<1
4742,19,4,Salmonella,2024-01-02,2024-03-05,2024-03-10,Negative
4743,92,61,Listeria Mono,2024-01-23,2024-03-07,2024-03-09,Negative
4744,64,5,Listeria Mono,2024-02-06,2024-03-17,2024-03-17,Negative
4745,50,27,Listeria Mono,2024-02-14,2024-03-09,2024-03-09,Negative
4746,56,29,Mold,2024-03-12,2024-03-15,2024-03-16,<1
4747,4,51,Staph,2024-01-11,2024-01-21,2024-02-20,<1
4748,44,68,Staph,2024-01-19,2024-02-06,2024-02-22,<1
4749,44,82,Ochratoxin,2024-02-17,2024-03-15,2024-03-17,<1
4750,80,5,Mold,2024-03-07,2024-03-12,2024-03-15,<1
4751,89,86,Staph,2024-01-27,2024-03-08,2024-03-16,<1
4752,73,44,Mold,2024-01-30,2024-02-03,2024-03-16,<1
4753,60,14,Aerobic Place Count,2024-01-13,2024-03-07,2024-03-10,<1
4754,56,92,Aflatoxin,2024-01-14,2024-02-19,2024-03-11,<1
4755,90,66,Ochratoxin,2024-02-24,2024-03-02,2024-03-08,6734
4756,38,66,Total Coliform,2024-03-15,2024-03-15,2024-03-15,<1
4757,43,67,Aflatoxin,2024-01-23,2024-02-16,2024-02-24,<1
4758,47,54,Mold,2024-02-08,2024-03-07,2024-03-17,<1
4759,59,2,Listeria Mono,2024-02-15,2024-03-16,2024-03-17,Negative
4760,28,88,Yeast,2024-01-03,2024-02-11,2024-02-27,<1
4761,25,4,Staph,2024-02-21,2024-03-10,2024-03-13,<1
4762,35,33,Staph,2024-03-14,2024-03-14,2024-03-15,<1
4763,28,70,Salmonella,2024-02-06,2024-03-05,2024-03-16,Negative
4764,52,45,Enterobateria,2024-01-14,2024-02-18,2024-03-07,<1
4765,34,48,Salmonella,2024-02-19,2024-02-26,2024-03-13,Negative
4766,49,28,Aerobic Place Count,2024-01-22,2024-02-04,2024-02-21,<1
4767,52,66,Yeast,2024-02-07,2024-03-07,2024-03-15,<1
4768,19,35,Aflatoxin,2024-01-26,2024-02-28,2024-03-07,<1
4769,98,60,Mold,2024-02-16,2024-02-29,2024-03-01,<1
4770,70,26,E.Coli Count,2024-02-29,2024-03-05,2024-03-17,<1
4771,18,32,Aerobic Place Count,2024-01-31,2024-02-19,2024-03-06,<1
4772,86,61,Staph,2024-01-11,2024-02-09,2024-02-13,<1
4773,40,66,Yeast,2024-01-11,2024-01-16,2024-02-21,3320
4774,63,77,E.Coli Count,2024-02-09,2024-02-19,2024-03-09,<1
4775,55,47,Aerobic Place Count,2024-01-02,2024-03-04,2024-03-16,<1
4776,52,57,Listeria Mono,2024-02-06,2024-02-19,2024-03-07,Negative
4777,52,41,Ochratoxin,2024-02-06,2024-02-23,2024-02-29,<1
4778,28,89,Staph,2024-02-05,2024-02-11,2024-02-14,<1
4779,6,81,E.Coli Count,2024-02-28,2024-03-10,2024-03-15,<1
4780,5,68,Listeria Mono,2024-02-17,2024-03-08,2024-03-11,Negative
4781,6,89,Ochratoxin,2024-02-09,2024-03-04,2024-03-09,2929
4782,74,99,Yeast,2024-01-24,2024-02-11,2024-02-12,<1
4783,94,2,E.Coli Count,2024-01-04,2024-01-18,2024-03-13,<1
4784,53,22,Listeria Mono,2024-03-02,2024-03-03,2024-03-09,Negative
4785,36,14,Yeast,2024-02-08,2024-03-06,2024-03-17,<1
4786,51,28,Listeria Mono,2024-02-18,2024-03-16,2024-03-16,Negative
4787,53,65,Mold,2024-01-15,2024-02-27,2024-03-13,7854
4788,73,77,Aerobic Place Count,2024-02-09,2024-03-05,2024-03-14,<1
4789,39,9,Listeria Spp,2024-02-11,2024-03-13,2024-03-13,Negative
4790,79,75,Mold,2024-01-11,2024-03-03,2024-03-15,<1
4791,73,18,Staph,2024-02-22,2024-03-14,2024-03-14,<1
4792,72,87,EO157,2024-01-17,2024-02-26,2024-03-03,Negative
4793,3,87,Staph,2024-02-05,2024-03-09,2024-03-10,<1
4794,90,99,Mold,2024-03-12,2024-03-15,2024-03-15,<1
4795,28,3,Ochratoxin,2024-01-29,2024-02-07,2024-02-23,5420
4796,43,82,Ochratoxin,2024-02-18,2024-02-21,2024-03-13,<1
4797,1,31,Staph,2024-02-22,2024-03-10,2024-03-12,<1
4798,75,79,Mold,2024-01-31,2024-03-16,2024-03-17,<1
4799,44,72,Staph,2024-01-08,2024-02-23,2024-03-16,<1
4800,12,75,Listeria Spp,2024-02-05,2024-03-04,2024-03-09,Negative
4801,93,12,Yeast,2024-01-14,2024-01-14,2024-03-13,6172
4802,61,82,EO157,2024-02-05,2024-02-10,2024-02-20,Negative
4803,77,14,Total Coliform,2024-02-12,2024-03-04,2024-03-11,<1
4804,11,30,Yeast,2024-02-07,2024-02-18,2024-02-19,1888
4805,3,87,Listeria Mono,2024-02-01,2024-03-08,2024-03-14,Negative
4806,28,87,EO157,2024-01-16,2024-01-30,2024-03-08,Negative
4807,74,74,Aerobic Place Count,2024-03-07,2024-03-09,2024-03-14,<1
4808,38,6,Total Coliform,2024-02-23,2024-03-08,2024-03-15,<1
4809,10,88,Salmonella,2024-01-31,2024-02-14,2024-02-17,Negative
4810,24,32,Staph,2024-01-30,2024-02-16,2024-02-22,<1
4811,19,5,Listeria Mono,2024-01-12,2024-02-05,2024-03-10,Negative
4812,97,50,Aerobic Place Count,2024-02-25,2024-03-03,2024-03-07,<1
4813,57,67,Mold,2024-01-23,2024-03-01,2024-03-14,<1
4814,19,54,Salmonella,2024-02-12,2024-03-12,2024-03-16,Negative
4815,94,47,EO157,2024-01-16,2024-01-25,2024-03-15,Negative
4816,41,91,Enterobateria,2024-01-24,2024-03-04,2024-03-12,<1
4817,77,28,Yeast,2024-02-05,2024-03-04,2024-03-04,<1
4818,54,1,Total Coliform,2024-01-14,2024-02-16,2024-03-05,<1
4819,89,89,Salmonella,2024-02-29,2024-03-03,2024-03-11,Negative
4820,96,86,Salmonella,2024-02-03,2024-03-05,2024-03-17,Positive
4821,37,45,E.Coli Count,2024-01-26,2024-02-16,2024-02-22,<1
4822,36,36,EO157,2024-02-20,2024-03-09,2024-03-15,Negative
4823,85,18,Staph,2024-02-10,2024-03-03,2024-03-03,<1
4824,42,29,EO157,2024-02-15,2024-03-03,2024-03-07,Negative
4825,33,93,Mold,2024-01-25,2024-02-03,2024-03-09,<1
4826,84,78,Yeast,2024-03-09,2024-03-17,2024-03-17,<1
4827,73,63,Total Coliform,2024-02-15,2024-03-02,2024-03-06,<1
4828,6,27,Total Coliform,2024-01-17,2024-02-28,2024-03-05,<1
4829,36,21,Listeria Spp,2024-03-12,2024-03-15,2024-03-15,Negative
4830,47,91,Yeast,2024-03-06,2024-03-13,2024-03-17,<1
4831,5,83,Listeria Mono,2024-02-26,2024-03-17,2024-03-17,Negative
4832,85,54,Enterobateria,2024-01-21,2024-01-24,2024-02-15,<1
4833,13,70,Staph,2024-03-17,2024-03-17,2024-03-17,<1
4834,83,38,E.Coli Count,2024-01-17,2024-03-13,2024-03-17,<1
4835,81,42,E.Coli Count,2024-02-01,2024-02-26,2024-03-01,960
4836,17,78,E.Coli Count,2024-01-19,2024-03-04,2024-03-04,5441
4837,39,83,Enterobateria,2024-01-12,2024-03-17,2024-03-17,<1
4838,46,3,Aflatoxin,2024-02-21,2024-03-05,2024-03-15,<1
4839,14,24,Listeria Mono,2024-02-04,2024-02-19,2024-03-09,Negative
4840,77,75,Staph,2024-01-07,2024-01-23,2024-03-15,<1
4841,7,17,Aerobic Place Count,2024-01-24,2024-02-20,2024-03-17,<1
4842,2,15,Aflatoxin,2024-03-10,2024-03-10,2024-03-10,<1
4843,66,27,Yeast,2024-02-25,2024-02-25,2024-03-04,<1
4844,60,74,Yeast,2024-02-17,2024-02-25,2024-02-29,<1
4845,14,96,Listeria Spp,2024-01-21,2024-02-19,2024-03-05,Negative
4846,1,3,E.Coli Count,2024-03-13,2024-03-13,2024-03-14,<1
4847,12,77,Mold,2024-02-01,2024-02-18,2024-02-20,<1
4848,84,83,Listeria Spp,2024-01-26,2024-02-22,2024-03-07,Negative
4849,94,73,Ochratoxin,2024-03-07,2024-03-09,2024-03-09,<1
4850,80,49,Ochratoxin,2024-02-10,2024-02-20,2024-03-06,<1
4851,66,9,Aflatoxin,2024-01-31,2024-02-07,2024-02-08,<1
4852,95,81,Salmonella,2024-03-04,2024-03-17,2024-03-17,Negative
4853,20,5,Ochratoxin,2024-02-17,2024-03-16,2024-03-17,<1
4854,15,36,Aerobic Place Count,2024-03-05,2024-03-05,2024-03-16,<1
4855,16,26,E.Coli Count,2024-02-02,2024-02-11,2024-02-23,<1
4856,28,77,Aflatoxin,2024-03-14,2024-03-17,2024-03-17,<1
4857,76,60,E.Coli Count,2024-03-07,2024-03-17,2024-03-17,<1
4858,90,92,Listeria Spp,2024-02-01,2024-02-08,2024-02-24,Positive
4859,94,38,Staph,2024-01-31,2024-02-04,2024-03-17,<1
4860,45,40,Enterobateria,2024-01-31,2024-02-28,2024-03-03,<1
4861,66,15,Yeast,2024-03-12,2024-03-14,2024-03-14,<1
4862,42,15,Listeria Spp,2024-03-10,2024-03-13,2024-03-15,Negative
4863,91,7,Enterobateria,2024-02-21,2024-02-21,2024-02-23,<1
4864,66,3,EO157,2024-02-10,2024-03-10,2024-03-12,Negative
4865,46,32,Yeast,2024-01-19,2024-03-10,2024-03-16,37
4866,49,27,E.Coli Count,2024-01-25,2024-03-03,2024-03-07,<1
4867,19,14,EO157,2024-01-17,2024-01-25,2024-02-07,Negative
4868,68,98,Total Coliform,2024-01-12,2024-03-04,2024-03-10,<1
4869,37,63,Yeast,2024-02-27,2024-03-10,2024-03-17,<1
4870,26,40,Mold,2024-03-03,2024-03-04,2024-03-08,<1
4871,33,93,Aflatoxin,2024-03-06,2024-03-09,2024-03-11,<1
4872,5,57,Enterobateria,2024-02-05,2024-02-27,2024-03-11,<1
4873,60,25,Staph,2024-01-18,2024-03-02,2024-03-05,<1
4874,68,27,Aerobic Place Count,2024-01-10,2024-01-27,2024-03-12,<1
4875,12,80,Aerobic Place Count,2024-01-04,2024-01-16,2024-03-06,<1
4876,6,64,Enterobateria,2024-01-25,2024-02-06,2024-03-02,<1
4877,55,76,E.Coli Count,2024-03-16,2024-03-17,2024-03-17,<1
4878,25,18,Ochratoxin,2024-02-10,2024-03-16,2024-03-17,<1
4879,51,48,Enterobateria,2024-03-10,2024-03-17,2024-03-17,<1
4880,22,3,E.Coli Count,2024-01-06,2024-02-02,2024-02-19,3442
4881,56,56,Listeria Spp,2024-01-24,2024-01-31,2024-03-05,Negative
4882,83,85,Enterobateria,2024-02-08,2024-03-06,2024-03-09,<1
4883,43,34,Mold,2024-01-23,2024-03-02,2024-03-14,<1
4884,43,63,Mold,2024-01-25,2024-03-08,2024-03-12,<1
4885,75,13,Ochratoxin,2024-02-10,2024-02-26,2024-03-08,<1
4886,20,76,Salmonella,2024-01-31,2024-02-10,2024-03-17,Negative
4887,34,86,Mold,2024-03-12,2024-03-13,2024-03-16,<1
4888,90,45,Aflatoxin,2024-02-29,2024-03-17,2024-03-17,<1
4889,68,40,Staph,2024-02-11,2024-03-09,2024-03-15,<1
4890,64,80,Mold,2024-01-29,2024-02-11,2024-02-23,<1
4891,63,78,Salmonella,2024-02-26,2024-03-07,2024-03-12,Negative
4892,73,21,EO157,2024-03-11,2024-03-12,2024-03-17,Negative
4893,86,82,Salmonella,2024-03-07,2024-03-12,2024-03-16,Positive
4894,6,32,Listeria Spp,2024-02-13,2024-03-05,2024-03-12,Negative
4895,88,100,Ochratoxin,2024-03-13,2024-03-15,2024-03-17,993
4896,16,97,Aerobic Place Count,2024-01-23,2024-03-11,2024-03-15,<1
4897,96,37,Total Coliform,2024-01-24,2024-03-17,2024-03-17,<1
4898,58,39,EO157,2024-01-02,2024-02-02,2024-02-04,Negative
4899,53,95,EO157,2024-03-08,2024-03-14,2024-03-14,Negative
4900,56,10,E.Coli Count,2024-02-17,2024-03-08,2024-03-17,<1
4901,35,86,Ochratoxin,2024-02-15,2024-03-02,2024-03-02,<1
4902,49,65,Yeast,2024-02-13,2024-02-27,2024-03-01,<1
4903,89,96,Listeria Mono,2024-01-11,2024-01-18,2024-02-22,Negative
4904,89,62,Total Coliform,2024-03-12,2024-03-13,2024-03-13,<1
4905,6,18,Listeria Mono,2024-03-02,2024-03-17,2024-03-17,Negative
4906,85,45,EO157,2024-02-05,2024-02-23,2024-03-02,Negative
4907,13,26,Salmonella,2024-02-18,2024-02-18,2024-03-13,Negative
4908,17,58,Total Coliform,2024-02-11,2024-03-06,2024-03-11,<1
4909,82,93,E.Coli Count,2024-01-18,2024-03-16,2024-03-17,9854
4910,75,3,Listeria Mono,2024-03-10,2024-03-12,2024-03-16,Negative
4911,72,4,Ochratoxin,2024-01-22,2024-02-16,2024-03-16,<1
4912,48,66,Listeria Mono,2024-03-02,2024-03-14,2024-03-16,Negative
4913,62,40,EO157,2024-02-04,2024-02-29,2024-03-04,Negative
4914,18,31,E.Coli Count,2024-02-12,2024-02-27,2024-03-06,<1
4915,47,97,Listeria Spp,2024-03-02,2024-03-13,2024-03-14,Negative
4916,35,50,Staph,2024-02-04,2024-03-06,2024-03-07,7863
4917,100,55,Mold,2024-01-24,2024-02-11,2024-03-01,<1
4918,34,51,Listeria Mono,2024-03-01,2024-03-11,2024-03-17,Negative
4919,55,59,Staph,2024-02-20,2024-03-15,2024-03-15,<1
4920,43,40,Listeria Mono,2024-02-01,2024-02-15,2024-03-04,Negative
4921,75,11,Aerobic Place Count,2024-03-13,2024-03-16,2024-03-16,<1
4922,16,44,EO157,2024-02-07,2024-02-26,2024-03-12,Negative
4923,38,5,Salmonella,2024-02-07,2024-03-06,2024-03-06,Negative
4924,77,5,Aflatoxin,2024-03-04,2024-03-14,2024-03-14,<1
4925,84,7,E.Coli Count,2024-01-09,2024-03-12,2024-03-13,<1
4926,64,86,Ochratoxin,2024-01-18,2024-03-14,2024-03-17,1335
4927,20,19,Mold,2024-01-20,2024-02-20,2024-02-29,<1
4928,80,6,Yeast,2024-01-13,2024-01-23,2024-03-03,<1
4929,24,64,Enterobateria,2024-01-28,2024-03-12,2024-03-15,<1
4930,85,41,EO157,2024-03-06,2024-03-11,2024-03-12,Negative
4931,75,80,Aflatoxin,2024-03-16,2024-03-16,2024-03-17,<1
4932,69,12,Salmonella,2024-01-28,2024-02-17,2024-02-26,Negative
4933,28,35,E.Coli Count,2024-03-06,2024-03-10,2024-03-14,<1
4934,7,38,Aerobic Place Count,2024-01-30,2024-02-17,2024-03-06,<1
4935,47,68,Total Coliform,2024-01-04,2024-02-22,2024-03-02,<1
4936,72,60,Listeria Mono,2024-03-05,2024-03-09,2024-03-09,Negative
4937,82,90,Mold,2024-02-06,2024-02-16,2024-03-03,<1
4938,88,2,Yeast,2024-02-04,2024-02-25,2024-03-13,5023
4939,9,11,Total Coliform,2024-02-27,2024-03-04,2024-03-10,<1
4940,22,74,Aflatoxin,2024-01-30,2024-02-17,2024-03-10,<1
4941,54,22,Total Coliform,2024-02-08,2024-03-15,2024-03-16,<1
4942,21,21,Listeria Mono,2024-02-19,2024-02-23,2024-03-14,Negative
4943,11,90,Staph,2024-01-08,2024-02-16,2024-02-23,<1
4944,49,8,Yeast,2024-02-20,2024-03-16,2024-03-17,<1
4945,10,99,Mold,2024-02-10,2024-02-29,2024-03-05,<1
4946,85,7,Listeria Spp,2024-02-19,2024-03-07,2024-03-15,Negative
4947,56,51,Listeria Spp,2024-02-01,2024-03-12,2024-03-14,Negative
4948,62,50,Ochratoxin,2024-03-04,2024-03-14,2024-03-17,<1
4949,65,48,Listeria Mono,2024-01-02,2024-02-07,2024-02-16,Negative
4950,79,22,E.Coli Count,2024-02-24,2024-03-06,2024-03-10,<1
4951,26,25,E.Coli Count,2024-01-23,2024-01-25,2024-03-06,<1
4952,54,92,E.Coli Count,2024-01-12,2024-02-24,2024-03-01,<1
4953,93,82,Yeast,2024-03-16,2024-03-16,2024-03-17,<1
4954,98,94,E.Coli Count,2024-01-04,2024-02-17,2024-02-23,<1
4955,44,82,Listeria Mono,2024-01-19,2024-01-28,2024-01-29,Negative
4956,1,41,Listeria Mono,2024-03-16,2024-03-16,2024-03-17,Negative
4957,6,28,Listeria Mono,2024-01-30,2024-02-27,2024-03-15,Negative
4958,23,61,Yeast,2024-02-10,2024-02-29,2024-03-04,<1
4959,3,23,Aerobic Place Count,2024-03-13,2024-03-16,2024-03-16,<1
4960,6,30,EO157,2024-03-11,2024-03-11,2024-03-15,Negative
4961,14,93,Aerobic Place Count,2024-01-20,2024-02-28,2024-03-15,<1
4962,83,36,Aflatoxin,2024-02-23,2024-03-05,2024-03-09,<1
4963,54,27,E.Coli Count,2024-03-07,2024-03-11,2024-03-17,<1
4964,94,87,Total Coliform,2024-02-15,2024-03-08,2024-03-11,<1
4965,41,38,Listeria Spp,2024-03-03,2024-03-10,2024-03-16,Negative
4966,22,47,Yeast,2024-02-18,2024-03-17,2024-03-17,<1
4967,11,99,Salmonella,2024-03-04,2024-03-07,2024-03-07,Negative
4968,23,51,Mold,2024-02-09,2024-03-15,2024-03-17,<1
4969,16,38,E.Coli Count,2024-01-29,2024-02-03,2024-03-13,<1
4970,67,56,Salmonella,2024-02-22,2024-03-01,2024-03-03,Negative
4971,27,91,Salmonella,2024-03-07,2024-03-08,2024-03-12,Negative
4972,30,19,Aflatoxin,2024-02-03,2024-03-16,2024-03-16,<1
4973,17,90,Listeria Spp,2024-02-28,2024-03-14,2024-03-16,Negative
4974,69,38,Enterobateria,2024-01-11,2024-01-27,2024-01-28,<1
4975,27,29,Aerobic Place Count,2024-01-01,2024-01-26,2024-03-08,<1
4976,16,38,E.Coli Count,2024-02-23,2024-03-16,2024-03-16,8225
4977,66,43,Aflatoxin,2024-01-29,2024-01-30,2024-02-03,8290
4978,81,82,Salmonella,2024-01-26,2024-02-24,2024-03-05,Negative
4979,19,75,Listeria Mono,2024-01-28,2024-03-17,2024-03-17,Negative
4980,2,1,Listeria Mono,2024-02-24,2024-02-24,2024-03-17,Negative
4981,7,56,Total Coliform,2024-01-11,2024-03-06,2024-03-17,<1
4982,53,87,Enterobateria,2024-01-21,2024-03-11,2024-03-13,<1
4983,53,24,Mold,2024-02-08,2024-02-20,2024-03-03,<1
4984,87,65,Ochratoxin,2024-02-09,2024-02-26,2024-03-13,<1
4985,98,17,Mold,2024-02-05,2024-02-24,2024-03-09,<1
4986,52,99,Listeria Spp,2024-01-07,2024-01-31,2024-02-03,Positive
4987,9,70,Listeria Spp,2024-02-12,2024-03-13,2024-03-15,Negative
4988,77,95,Ochratoxin,2024-01-06,2024-01-31,2024-02-27,<1
4989,65,96,Mold,2024-02-24,2024-03-09,2024-03-13,<1
4990,94,4,Listeria Mono,2024-03-07,2024-03-11,2024-03-11,Negative
4991,37,53,Listeria Spp,2024-01-14,2024-03-09,2024-03-13,Negative
4992,75,97,Listeria Mono,2024-03-14,2024-03-16,2024-03-16,Negative
4993,100,12,Listeria Spp,2024-02-15,2024-02-27,2024-02-29,Negative
4994,27,35,Aerobic Place Count,2024-02-04,2024-03-01,2024-03-13,<1
4995,25,81,Listeria Mono,2024-03-04,2024-03-16,2024-03-16,Negative
4996,85,22,Listeria Spp,2024-02-02,2024-02-11,2024-03-04,Negative
4997,16,100,Enterobateria,2024-02-09,2024-02-25,2024-03-16,<1
4998,5,86,Yeast,2024-02-12,2024-02-28,2024-03-14,<1
4999,66,6,Enterobateria,2024-01-30,2024-03-11,2024-03-17,<1
5000,88,61,Yeast,2024-01-06,2024-03-10,2024-03-16,<1
5001,29,96,Salmonella,2024-03-15,2024-03-15,2024-03-16,Negative
5002,72,54,Ochratoxin,2024-03-08,2024-03-09,2024-03-10,<1
5003,97,90,Staph,2024-03-06,2024-03-12,2024-03-17,<1
5004,55,36,E.Coli Count,2024-01-31,2024-03-12,2024-03-15,<1
5005,27,18,Yeast,2024-02-08,2024-02-29,2024-03-02,<1
5006,13,98,E.Coli Count,2024-02-19,2024-02-27,2024-03-13,<1
5007,59,41,Salmonella,2024-01-26,2024-02-12,2024-03-10,Negative
5008,20,99,Aflatoxin,2024-02-22,2024-03-05,2024-03-11,<1
5009,65,40,Salmonella,2024-02-25,2024-03-14,2024-03-16,Negative
5010,48,40,Staph,2024-01-12,2024-03-03,2024-03-04,<1
5011,48,10,E.Coli Count,2024-03-08,2024-03-17,2024-03-17,<1
